screen_time,sleep_hours,stress_level,mental_health_status,sleep_quality,productivity,wellness_index
1.16,8.08,High,Excellent,,,
9.48,6.48,Medium,Good,,,
4.62,6.26,Medium,Fair,,,
3.92,7.38,High,Excellent,,,
13.14,6.33,High,Poor,,,
2.9,5.31,Medium,Fair,,,
11.74,6.6,Low,Good,,,
12.11,4.55,Low,Excellent,,,
5.08,6.75,High,Fair,,,
10.72,7.84,Low,Fair,,,
12.85,4.09,Low,Fair,,,
6.94,4.13,High,Poor,,,
6.19,4.22,Low,Excellent,,,
6.05,4.71,Low,Excellent,,,
2.17,4.22,Low,Poor,,,
10.46,4.8,High,Excellent,,,
8.56,8.21,High,Poor,,,
4.75,5.31,High,Good,,,
11.14,8.44,Medium,Poor,,,
4.96,8.4,Medium,Excellent,,,
5.1,5.81,High,Poor,,,
9.35,4.63,Low,Poor,,,
2.88,4.69,Low,Excellent,,,
1.94,5.27,High,Poor,,,
3.06,7.02,Low,Good,,,
8.79,8.7,Low,Poor,,,
9.42,7.54,Low,Excellent,,,
14.34,5.81,Low,Poor,,,
6.34,4.08,High,Excellent,,,
9.56,7.19,High,Fair,,,
3.83,7.57,Low,Good,,,
1.53,5.97,Low,Fair,,,
6.73,4.86,Medium,Fair,,,
2.83,7.23,Low,Poor,,,
12.64,7.56,Medium,Poor,,,
11.91,4.08,Low,Good,,,
10.66,8.38,Medium,Poor,,,
10.51,4.29,Low,Good,,,
12.97,4.31,Medium,Good,,,
11.79,7.13,Low,Excellent,,,
9.64,8.41,High,Fair,,,
10.87,6.89,High,Good,,,
7.92,8.52,High,Good,,,
10.22,4.76,Medium,Excellent,,,
11.31,8.27,High,Poor,,,
13.79,5.84,Medium,Excellent,,,
6.3,4.49,High,Poor,,,
7.42,4.23,Medium,Fair,,,
13.77,5.53,Medium,Poor,,,
11.82,6.07,Low,Good,,,
14.52,8.74,High,Excellent,,,
12.29,7.55,High,Good,,,
6.48,6.75,High,Poor,,,
11.39,7.14,Low,Poor,,,
8.59,8.64,High,Poor,,,
4.28,8.67,High,Fair,,,
4.54,7.55,Low,Excellent,,,
11.42,8.5,High,Good,,,
5.81,7.82,High,Poor,,,
12.82,7.35,Medium,Poor,,,
1.24,6.73,Medium,Fair,,,
14.78,8.85,Low,Fair,,,
13.8,5.47,High,Poor,,,
5.79,6.2,Medium,Good,,,
9.28,8.93,High,Poor,,,
6.39,5.52,High,Good,,,
4.78,7.21,High,Fair,,,
6.23,5.62,Medium,Good,,,
4.51,8.89,Low,Good,,,
10.53,4.17,Medium,Fair,,,
2.1,4.7,High,Fair,,,
13.39,7.78,High,Good,,,
5.5,8.7,Low,Fair,,,
7.1,7.83,Low,Fair,,,
9.11,5.77,Low,Fair,,,
1.24,6.29,Medium,Fair,,,
13.9,6.81,High,Poor,,,
2.43,7.31,Medium,Fair,,,
14.42,8.62,High,Good,,,
1.83,8.64,Medium,Poor,,,
8.86,6.35,High,Good,,,
11.5,6.86,High,Poor,,,
7.35,8.83,Low,Good,,,
8.36,6.02,Medium,Good,,,
11.77,4.96,High,Excellent,,,
9.11,6.99,High,Good,,,
13.34,5.7,High,Poor,,,
9.74,7.94,Medium,Poor,,,
9.83,4.45,High,Poor,,,
10.45,7.44,Medium,Excellent,,,
6.24,4.79,Low,Good,,,
4.12,7.91,Low,Fair,,,
10.28,8.8,Medium,Fair,,,
3.71,6.38,Medium,Good,,,
12.58,5.32,Medium,Good,,,
14.24,7.78,High,Poor,,,
2.53,4.12,High,Excellent,,,
12.29,4.51,Low,Poor,,,
2.02,6.33,High,Good,,,
10.52,4.26,Medium,Fair,,,
5.54,5.21,Low,Good,,,
7.48,4.04,Low,Good,,,
14.37,5.49,Medium,Good,,,
6.53,6.31,Low,Poor,,,
13.47,6.51,High,Excellent,,,
6.25,7.53,High,Fair,,,
9.76,5.03,Medium,Good,,,
9.64,7.84,High,Good,,,
9.04,6.02,Low,Excellent,,,
1.81,8.06,Low,Poor,,,
7.24,8.87,High,Poor,,,
13.32,4.74,Medium,Good,,,
3.87,8.71,Medium,Fair,,,
9.61,6.94,Low,Excellent,,,
10.09,4.59,Medium,Fair,,,
12.67,8.76,Medium,Poor,,,
11.97,6.7,High,Excellent,,,
9.78,7.34,Low,Good,,,
9.02,5.67,Medium,Fair,,,
10.66,4.7,Medium,Good,,,
5.01,7.6,Low,Fair,,,
13.6,6.57,High,Fair,,,
4.62,4.77,Low,Excellent,,,
5.46,8.86,Medium,Poor,,,
6.29,5.02,High,Fair,,,
13.54,6.54,Low,Good,,,
13.33,5.62,Medium,Good,,,
4.92,4.77,Medium,Good,,,
7.36,7.79,Medium,Poor,,,
2.67,6.81,High,Excellent,,,
3.89,7.48,Medium,Poor,,,
8.76,8.13,Medium,Good,,,
6.46,5.11,High,Excellent,,,
11.62,4.82,Medium,Fair,,,
3.39,5.18,Medium,Fair,,,
6.92,6.02,Medium,Poor,,,
5.23,7.74,Low,Fair,,,
11.5,5.09,Low,Fair,,,
1.31,7.58,High,Fair,,,
5.28,7.18,High,Poor,,,
3.15,5.6,Low,Poor,,,
2.09,4.31,Low,Fair,,,
5.98,4.81,Medium,Fair,,,
14.34,6.43,Low,Excellent,,,
13.09,5.99,Low,Poor,,,
11.88,6.21,High,Poor,,,
7.49,7.1,Low,Poor,,,
13.34,5.51,High,Excellent,,,
1.94,8.14,Low,Good,,,
8.32,6.06,Medium,Fair,,,
8.07,7.53,High,Good,,,
1.1,8.87,Low,Good,,,
13.91,5.02,Low,Good,,,
10.27,7.59,Low,Poor,,,
8.46,7.09,Medium,Fair,,,
5.41,8.78,Low,Fair,,,
3.27,5.22,Low,Fair,,,
11.35,4.11,Medium,Good,,,
4.98,6.77,Low,Fair,,,
14.18,8.36,Medium,Good,,,
12.31,7.69,Low,Good,,,
12.74,6.25,High,Excellent,,,
10.09,6.71,High,Fair,,,
4.39,6.61,Medium,Excellent,,,
3.74,7.51,Medium,Good,,,
9.55,8.1,High,Excellent,,,
2.67,8.15,Low,Poor,,,
2.4,6.51,Medium,Fair,,,
8.97,5.37,Low,Good,,,
13.57,4.31,Medium,Poor,,,
9.8,7.99,Medium,Fair,,,
10.13,7.79,High,Good,,,
8.67,6.45,Low,Excellent,,,
3.15,4.8,Low,Good,,,
1.65,4.23,High,Excellent,,,
11.43,8.64,High,Excellent,,,
3.43,4.45,Low,Fair,,,
7.17,5.4,Low,Fair,,,
1.93,5.96,Low,Excellent,,,
9.64,5.24,Low,Excellent,,,
5.16,7.62,Medium,Fair,,,
13.17,7.03,Medium,Poor,,,
4.83,5.61,High,Good,,,
11.83,7.53,Medium,Fair,,,
1.72,8.36,High,Fair,,,
12.27,5.39,High,Excellent,,,
14.1,8.96,Medium,Good,,,
14.92,5.87,Low,Poor,,,
7.04,6.67,Medium,Good,,,
12.99,7.48,Medium,Excellent,,,
12.9,4.46,Low,Fair,,,
8.39,5.45,Low,Poor,,,
7.96,6.77,Medium,Fair,,,
5.8,4.44,Low,Poor,,,
9.71,4.1,High,Poor,,,
14.44,5.42,Medium,Fair,,,
5.9,6.78,Low,Poor,,,
6.61,7.43,High,Poor,,,
12.72,4.83,Low,Fair,,,
11.87,8.53,Low,Poor,,,
13.8,4.17,Medium,Excellent,,,
5.21,5.56,High,Fair,,,
2.9,7.49,Low,Excellent,,,
13.42,8.82,Low,Good,,,
14.05,4.06,Low,Fair,,,
6.61,7.74,Low,Excellent,,,
14.26,4.37,High,Excellent,,,
3.92,5.53,High,Poor,,,
5.62,7.53,Low,Poor,,,
10.83,8.2,Low,Good,,,
5.59,4.93,Low,Good,,,
1.97,6.31,Medium,Fair,,,
4.77,8.42,High,Good,,,
2.8,7.26,High,Poor,,,
4.54,4.38,High,Good,,,
3.42,7.86,High,Poor,,,
5.21,7.74,Medium,Excellent,,,
8.76,4.26,Low,Poor,,,
5.32,5.59,Low,Poor,,,
6.91,4.22,Low,Fair,,,
5.54,8.31,Low,Good,,,
3.75,5.27,Medium,Fair,,,
13.48,6.57,Low,Good,,,
10.8,5.34,Medium,Fair,,,
3.29,4.84,Medium,Poor,,,
6.19,7.07,Low,Good,,,
1.88,7.61,Medium,Fair,,,
1.93,5.14,High,Poor,,,
3.35,6.6,Low,Excellent,,,
3.49,7.75,Low,Excellent,,,
3.1,5.07,High,Fair,,,
2.98,5.43,Low,Fair,,,
11.68,8.44,High,Poor,,,
13.83,6.38,Low,Fair,,,
6.92,7.69,Medium,Excellent,,,
7.39,6.27,Medium,Good,,,
2.89,5.41,High,Good,,,
3.29,4.07,High,Good,,,
7.08,5.88,Medium,Excellent,,,
9.71,7.93,Medium,Good,,,
4.14,8.73,Medium,Excellent,,,
8.24,5.04,Medium,Good,,,
4.96,6.38,Low,Good,,,
13.2,7.34,Medium,Excellent,,,
11.97,8.58,Low,Good,,,
1.14,4.44,Medium,Good,,,
8.81,5.21,High,Good,,,
10.62,5.5,High,Poor,,,
12.08,4.75,Low,Good,,,
12.28,6.49,Medium,Poor,,,
2.67,4.22,Low,Fair,,,
8.24,6.05,High,Excellent,,,
12.9,8.99,Medium,Fair,,,
5.23,7.54,High,Good,,,
10.38,6.07,High,Fair,,,
9.02,4.12,Low,Fair,,,
5.55,5.96,Medium,Excellent,,,
2.07,6.57,Low,Poor,,,
2.72,5.74,Medium,Good,,,
2.3,7.07,Medium,Excellent,,,
12.11,5.33,High,Fair,,,
5.18,6.19,Medium,Fair,,,
14.46,8.19,Low,Fair,,,
2.4,8.67,Low,Excellent,,,
11.76,6.63,High,Fair,,,
12.66,5.95,Low,Good,,,
14.0,8.3,Medium,Poor,,,
8.46,4.48,High,Fair,,,
10.29,6.38,Medium,Poor,,,
5.63,8.0,High,Fair,,,
1.69,8.83,Medium,Poor,,,
9.39,6.84,High,Good,,,
7.92,6.85,High,Fair,,,
1.47,8.49,Medium,Excellent,,,
10.45,6.62,Low,Poor,,,
12.16,5.12,High,Good,,,
1.16,6.74,Low,Good,,,
10.52,4.71,Low,Good,,,
3.38,7.73,Medium,Fair,,,
6.87,5.43,Low,Good,,,
11.72,6.43,Medium,Fair,,,
12.76,7.1,Low,Fair,,,
14.18,8.19,Medium,Excellent,,,
7.0,8.97,Medium,Good,,,
6.59,7.35,Low,Poor,,,
7.76,7.9,High,Excellent,,,
12.23,4.69,Medium,Poor,,,
1.81,8.71,Medium,Good,,,
5.07,5.75,High,Poor,,,
4.72,4.72,Low,Fair,,,
2.96,6.57,Medium,Fair,,,
7.81,4.3,Medium,Poor,,,
5.82,7.69,High,Excellent,,,
1.58,8.08,Medium,Fair,,,
3.88,6.39,Medium,Good,,,
8.86,6.95,Low,Good,,,
3.12,5.05,Medium,Fair,,,
11.96,8.41,High,Poor,,,
6.05,8.07,High,Poor,,,
5.35,5.54,Low,Fair,,,
6.55,4.54,Medium,Excellent,,,
11.09,8.12,Medium,Excellent,,,
6.54,8.37,High,Poor,,,
8.15,6.14,High,Fair,,,
11.1,7.07,Low,Poor,,,
9.14,5.21,High,Good,,,
13.78,6.22,Low,Poor,,,
12.44,6.82,Low,Poor,,,
4.79,7.86,Medium,Good,,,
1.77,5.97,Low,Fair,,,
1.98,6.9,High,Fair,,,
11.06,8.72,High,Poor,,,
3.12,5.1,High,Fair,,,
2.29,7.06,Low,Poor,,,
11.25,5.67,Medium,Fair,,,
5.79,5.99,Medium,Fair,,,
2.16,7.59,Medium,Good,,,
7.97,6.5,High,Good,,,
3.91,5.1,Medium,Good,,,
13.6,5.4,High,Poor,,,
13.28,4.97,Medium,Poor,,,
5.43,4.69,High,Excellent,,,
3.15,8.99,Low,Poor,,,
9.45,4.44,High,Fair,,,
5.67,6.24,High,Excellent,,,
9.87,4.3,Medium,Excellent,,,
14.62,5.69,High,Poor,,,
14.02,7.69,Low,Poor,,,
9.59,8.19,Low,Excellent,,,
12.74,6.0,Medium,Poor,,,
4.32,8.07,Low,Poor,,,
1.05,6.84,High,Poor,,,
13.28,6.72,Medium,Poor,,,
13.42,4.41,Medium,Fair,,,
10.28,7.11,Medium,Good,,,
14.54,5.81,High,Poor,,,
6.46,6.17,Low,Fair,,,
10.81,7.69,Medium,Fair,,,
4.17,7.72,Medium,Fair,,,
2.74,6.05,Medium,Excellent,,,
4.84,6.28,High,Good,,,
11.84,7.31,Medium,Good,,,
3.17,4.72,High,Excellent,,,
3.83,8.57,Low,Excellent,,,
6.62,7.55,High,Good,,,
6.43,7.86,Low,Poor,,,
4.4,4.62,Medium,Excellent,,,
14.74,7.01,Low,Fair,,,
1.31,6.03,Medium,Good,,,
6.75,8.45,Medium,Excellent,,,
7.49,8.47,High,Excellent,,,
7.92,6.93,Low,Poor,,,
10.64,7.96,High,Poor,,,
9.51,7.05,High,Poor,,,
6.24,6.05,High,Good,,,
5.23,5.97,Low,Excellent,,,
13.98,8.53,Low,Poor,,,
2.66,6.0,Low,Excellent,,,
11.73,6.96,High,Fair,,,
5.53,4.86,Low,Poor,,,
8.03,8.89,Medium,Good,,,
10.24,8.15,Low,Poor,,,
10.51,8.38,Medium,Good,,,
12.26,7.37,Medium,Excellent,,,
2.39,7.68,Medium,Poor,,,
2.02,4.22,High,Fair,,,
8.31,6.15,Low,Poor,,,
11.5,7.65,High,Poor,,,
10.71,7.47,Medium,Excellent,,,
1.76,4.1,High,Excellent,,,
7.5,5.51,High,Excellent,,,
3.39,6.28,High,Excellent,,,
9.8,6.62,Medium,Good,,,
1.93,5.22,Medium,Good,,,
1.85,7.93,High,Poor,,,
14.75,6.41,High,Good,,,
8.56,5.99,Medium,Poor,,,
2.1,6.44,Medium,Poor,,,
14.7,4.76,Medium,Poor,,,
9.55,8.12,Medium,Good,,,
5.38,5.97,Medium,Fair,,,
13.89,7.91,Medium,Excellent,,,
6.21,5.76,High,Good,,,
12.19,8.44,Medium,Excellent,,,
13.23,5.86,Medium,Fair,,,
6.14,6.67,Medium,Excellent,,,
11.81,6.57,Low,Poor,,,
12.58,5.32,Low,Good,,,
5.34,6.38,Low,Good,,,
14.12,4.19,Low,Good,,,
2.59,6.18,Medium,Poor,,,
3.64,6.15,Medium,Excellent,,,
12.4,7.38,High,Poor,,,
11.67,8.96,High,Poor,,,
5.17,6.82,Low,Poor,,,
14.11,8.98,High,Excellent,,,
14.38,6.39,High,Poor,,,
11.92,6.6,Low,Poor,,,
1.33,7.71,Medium,Good,,,
5.22,8.19,Low,Fair,,,
7.56,7.23,High,Poor,,,
6.96,4.11,High,Fair,,,
1.29,7.65,High,Fair,,,
9.39,6.66,High,Fair,,,
8.3,6.52,Low,Good,,,
14.5,7.43,Low,Fair,,,
5.84,8.33,Medium,Poor,,,
14.91,5.12,Medium,Good,,,
11.52,7.77,High,Good,,,
1.16,5.76,High,Poor,,,
12.62,5.66,High,Excellent,,,
10.84,5.49,Medium,Poor,,,
10.16,6.77,Low,Poor,,,
7.41,6.6,Medium,Fair,,,
4.09,7.76,Low,Excellent,,,
8.58,4.83,Low,Excellent,,,
9.26,4.17,Low,Excellent,,,
14.83,5.35,Low,Excellent,,,
8.23,4.86,Medium,Poor,,,
8.41,7.39,High,Excellent,,,
10.07,4.8,Low,Excellent,,,
11.03,7.3,High,Poor,,,
5.91,8.0,Low,Fair,,,
9.8,4.56,Medium,Poor,,,
13.18,8.95,Low,Poor,,,
13.15,4.01,Low,Fair,,,
13.38,6.76,High,Good,,,
2.38,5.22,Medium,Poor,,,
12.59,6.77,Medium,Good,,,
12.03,6.28,Low,Excellent,,,
8.24,8.75,Medium,Excellent,,,
3.07,7.31,Low,Excellent,,,
3.51,5.27,Low,Fair,,,
10.71,5.87,High,Fair,,,
7.3,8.57,Medium,Poor,,,
14.97,8.69,High,Excellent,,,
7.31,8.72,High,Poor,,,
14.39,4.37,Low,Good,,,
4.36,6.02,High,Excellent,,,
13.32,7.73,Medium,Fair,,,
14.55,4.85,Medium,Excellent,,,
4.87,4.39,High,Excellent,,,
8.14,4.71,High,Poor,,,
4.15,5.43,High,Good,,,
8.84,6.45,Low,Poor,,,
14.92,4.79,Low,Excellent,,,
2.64,8.85,High,Good,,,
3.54,4.14,High,Poor,,,
6.24,7.92,Low,Fair,,,
7.24,4.63,Low,Poor,,,
10.81,4.89,Medium,Poor,,,
7.98,6.71,Low,Fair,,,
6.59,6.62,Medium,Good,,,
10.64,7.11,High,Fair,,,
9.95,8.17,Low,Excellent,,,
14.69,8.34,High,Poor,,,
13.12,6.6,Medium,Excellent,,,
3.43,7.13,Medium,Excellent,,,
6.64,6.27,Low,Good,,,
4.11,5.02,Low,Poor,,,
14.36,5.09,High,Fair,,,
12.58,8.68,Medium,Excellent,,,
4.27,7.18,Low,Good,,,
5.48,6.71,Low,Excellent,,,
13.68,8.7,Low,Poor,,,
5.76,4.14,Low,Poor,,,
9.69,6.98,Low,Good,,,
7.72,6.68,High,Poor,,,
5.01,8.3,Medium,Good,,,
11.71,7.4,Low,Good,,,
5.01,6.69,High,Excellent,,,
2.61,4.11,Low,Excellent,,,
5.08,7.65,Medium,Fair,,,
3.57,4.15,Medium,Fair,,,
9.08,4.9,Medium,Fair,,,
9.9,8.33,High,Fair,,,
12.05,4.4,Medium,Good,,,
14.43,7.02,High,Poor,,,
7.01,6.85,High,Excellent,,,
14.41,4.28,High,Poor,,,
4.66,5.56,Low,Fair,,,
11.91,7.99,High,Excellent,,,
11.78,8.39,Low,Excellent,,,
6.74,8.89,High,Good,,,
3.16,6.99,Medium,Excellent,,,
1.74,4.05,Low,Good,,,
5.73,7.94,Low,Fair,,,
9.03,4.94,Low,Good,,,
3.71,4.53,Medium,Excellent,,,
13.14,4.25,Low,Good,,,
11.55,7.72,High,Good,,,
4.61,6.9,High,Poor,,,
12.52,4.01,Medium,Poor,,,
1.9,5.87,Medium,Good,,,
11.38,7.6,Low,Good,,,
9.14,4.81,Low,Poor,,,
6.86,5.48,Low,Good,,,
2.45,5.02,Low,Poor,,,
14.15,4.14,High,Excellent,,,
11.78,8.82,Medium,Good,,,
12.55,7.63,Low,Poor,,,
2.81,8.03,High,Fair,,,
13.09,6.73,Low,Fair,,,
13.88,4.36,Medium,Fair,,,
6.21,4.82,High,Good,,,
4.13,7.71,High,Fair,,,
6.53,6.44,Low,Fair,,,
13.15,6.41,High,Excellent,,,
12.84,7.15,Medium,Excellent,,,
2.6,5.57,Medium,Fair,,,
2.0,6.62,Low,Good,,,
5.95,6.07,Low,Fair,,,
10.83,8.84,High,Poor,,,
6.74,5.88,High,Poor,,,
7.76,8.8,Medium,Fair,,,
1.81,8.21,High,Excellent,,,
10.31,6.15,Low,Excellent,,,
8.51,6.11,High,Fair,,,
13.13,8.82,Medium,Fair,,,
13.5,4.1,Low,Excellent,,,
13.99,5.25,Medium,Poor,,,
4.99,6.67,High,Good,,,
7.35,6.31,Medium,Excellent,,,
7.99,5.16,High,Fair,,,
1.5,8.88,High,Good,,,
1.59,4.86,Low,Good,,,
2.63,5.79,Medium,Excellent,,,
3.33,6.7,Medium,Excellent,,,
3.37,5.71,Medium,Excellent,,,
2.24,8.38,Low,Excellent,,,
8.03,4.21,Medium,Poor,,,
13.36,8.11,Medium,Excellent,,,
8.63,4.88,High,Poor,,,
3.32,8.39,High,Fair,,,
3.27,8.84,Medium,Good,,,
14.66,8.08,High,Good,,,
1.2,4.36,Medium,Poor,,,
2.18,8.69,High,Poor,,,
9.63,7.57,Medium,Good,,,
13.85,4.86,High,Fair,,,
4.54,7.46,Medium,Excellent,,,
14.56,4.72,Low,Poor,,,
9.66,8.07,High,Fair,,,
4.58,5.04,High,Poor,,,
5.81,7.74,Medium,Excellent,,,
10.94,4.69,Medium,Good,,,
5.61,7.23,Low,Good,,,
10.27,8.99,High,Poor,,,
4.35,6.52,Low,Fair,,,
11.74,7.77,High,Fair,,,
11.37,7.02,Low,Good,,,
13.38,4.02,Low,Excellent,,,
12.3,5.06,High,Poor,,,
10.01,5.11,High,Fair,,,
4.32,8.94,Medium,Poor,,,
11.94,8.06,Medium,Poor,,,
5.75,8.9,High,Good,,,
13.38,8.13,High,Excellent,,,
4.54,6.02,Low,Good,,,
9.33,5.45,Medium,Good,,,
8.3,6.9,Low,Poor,,,
1.81,6.05,Medium,Excellent,,,
14.1,4.35,Low,Poor,,,
13.93,4.73,Medium,Excellent,,,
10.74,6.16,Low,Excellent,,,
10.69,4.65,Medium,Fair,,,
11.25,7.15,Medium,Excellent,,,
1.51,8.05,Medium,Excellent,,,
4.28,5.19,Low,Fair,,,
8.75,8.16,Low,Fair,,,
1.1,5.43,Low,Poor,,,
2.48,4.26,High,Excellent,,,
8.15,4.5,High,Excellent,,,
10.23,8.42,Low,Excellent,,,
2.22,5.89,Medium,Good,,,
10.21,4.19,Medium,Good,,,
1.49,4.95,Medium,Poor,,,
9.81,5.12,Medium,Excellent,,,
7.68,4.66,Low,Excellent,,,
11.14,5.47,Medium,Fair,,,
3.89,5.98,Low,Fair,,,
4.56,5.38,High,Poor,,,
14.14,6.0,Low,Excellent,,,
4.62,4.84,Medium,Good,,,
3.94,5.1,Medium,Excellent,,,
8.17,7.13,Low,Poor,,,
12.69,4.62,Medium,Excellent,,,
5.23,8.92,High,Poor,,,
12.46,4.97,Low,Poor,,,
2.3,5.69,Medium,Excellent,,,
5.45,7.67,Low,Good,,,
9.2,4.53,Medium,Poor,,,
4.04,4.74,Medium,Excellent,,,
1.32,4.7,Low,Poor,,,
3.81,5.62,Medium,Fair,,,
8.58,8.77,Low,Fair,,,
5.92,4.69,High,Poor,,,
6.54,7.41,Low,Excellent,,,
3.87,7.38,Low,Fair,,,
13.96,4.15,Low,Poor,,,
6.53,6.85,Medium,Excellent,,,
14.53,5.01,High,Good,,,
1.81,7.35,High,Fair,,,
5.6,8.32,Medium,Poor,,,
12.09,8.83,Medium,Excellent,,,
3.17,4.38,Medium,Good,,,
12.21,7.16,Medium,Good,,,
9.52,4.08,High,Fair,,,
11.71,4.15,High,Poor,,,
9.42,5.14,High,Fair,,,
2.9,4.84,Medium,Excellent,,,
9.09,4.29,High,Poor,,,
2.8,6.56,High,Fair,,,
13.33,5.89,Medium,Fair,,,
12.9,7.69,Low,Good,,,
4.55,8.48,Medium,Excellent,,,
10.32,7.36,High,Good,,,
11.64,7.59,Medium,Good,,,
10.25,7.56,High,Fair,,,
1.69,6.49,Low,Good,,,
11.61,8.46,Medium,Excellent,,,
5.35,5.63,Low,Excellent,,,
10.72,7.95,Medium,Excellent,,,
7.01,7.65,Medium,Fair,,,
1.53,7.57,Medium,Poor,,,
4.66,4.86,Medium,Excellent,,,
10.67,5.03,High,Excellent,,,
2.95,7.55,High,Poor,,,
13.79,4.37,Medium,Fair,,,
14.88,5.97,Low,Poor,,,
9.88,6.88,Medium,Fair,,,
12.53,4.19,High,Good,,,
7.38,5.44,Medium,Excellent,,,
11.9,5.79,High,Good,,,
6.98,5.0,High,Fair,,,
12.04,4.11,High,Poor,,,
2.32,7.12,High,Poor,,,
11.8,7.5,High,Fair,,,
4.22,5.49,High,Good,,,
10.37,6.16,Low,Good,,,
4.77,5.04,Medium,Fair,,,
5.86,6.6,Medium,Fair,,,
9.56,8.62,Low,Good,,,
9.98,4.11,High,Good,,,
7.35,5.26,Medium,Fair,,,
6.2,6.89,High,Fair,,,
5.34,5.98,High,Poor,,,
6.44,6.53,High,Fair,,,
14.87,7.89,High,Fair,,,
1.17,5.6,High,Excellent,,,
4.47,6.57,Medium,Fair,,,
8.46,4.17,Medium,Good,,,
2.01,4.59,Medium,Fair,,,
3.49,6.49,High,Excellent,,,
6.87,4.46,Medium,Poor,,,
12.68,5.53,Low,Good,,,
14.81,5.7,High,Poor,,,
13.43,6.23,Low,Excellent,,,
3.05,8.63,Low,Good,,,
13.43,5.7,Low,Excellent,,,
2.7,7.57,High,Excellent,,,
1.02,7.59,Low,Good,,,
14.79,8.1,Low,Excellent,,,
3.88,8.11,Medium,Good,,,
4.37,5.6,High,Excellent,,,
14.34,6.91,Low,Excellent,,,
2.24,5.33,High,Poor,,,
3.83,4.59,Medium,Poor,,,
14.9,5.81,High,Good,,,
9.73,7.74,Medium,Fair,,,
13.35,5.78,Medium,Good,,,
14.14,5.15,Low,Excellent,,,
7.81,6.75,Low,Good,,,
5.19,7.94,High,Good,,,
10.92,6.95,Medium,Poor,,,
7.11,8.98,High,Poor,,,
9.66,7.75,Medium,Poor,,,
4.54,8.33,Low,Good,,,
3.98,6.18,Medium,Fair,,,
4.83,5.66,Low,Poor,,,
7.06,7.97,High,Good,,,
10.8,4.62,Low,Fair,,,
5.52,6.39,High,Good,,,
6.54,4.91,Low,Excellent,,,
13.22,7.49,High,Excellent,,,
11.3,7.72,High,Excellent,,,
12.87,6.23,Medium,Excellent,,,
7.59,8.7,High,Fair,,,
14.66,6.73,High,Fair,,,
3.41,8.94,Low,Good,,,
8.4,7.48,High,Excellent,,,
5.06,7.38,High,Fair,,,
2.68,4.4,High,Excellent,,,
11.8,4.13,Medium,Fair,,,
4.66,6.85,High,Fair,,,
14.88,7.01,High,Poor,,,
5.63,6.24,High,Excellent,,,
9.93,8.07,Low,Good,,,
3.49,6.69,Low,Fair,,,
6.02,8.17,High,Fair,,,
13.45,8.82,High,Fair,,,
6.19,4.38,Medium,Good,,,
12.22,8.92,Medium,Good,,,
8.98,8.99,Medium,Excellent,,,
11.92,6.71,Medium,Excellent,,,
7.04,5.19,Medium,Fair,,,
1.58,7.27,Low,Fair,,,
9.08,5.07,High,Good,,,
6.48,6.6,High,Poor,,,
2.82,8.45,Low,Good,,,
12.14,6.45,Medium,Poor,,,
5.46,7.43,High,Fair,,,
4.43,8.37,Medium,Poor,,,
1.95,6.61,High,Fair,,,
13.53,8.26,Low,Fair,,,
7.16,6.47,Medium,Poor,,,
2.95,5.52,High,Poor,,,
12.83,5.51,Medium,Good,,,
13.99,8.28,Medium,Poor,,,
13.58,4.58,Medium,Excellent,,,
13.75,4.78,Low,Excellent,,,
3.67,7.39,High,Fair,,,
8.78,5.63,Medium,Good,,,
10.75,6.02,High,Poor,,,
12.47,5.97,Low,Poor,,,
13.55,7.45,Medium,Excellent,,,
12.51,4.91,Medium,Fair,,,
2.45,5.27,High,Excellent,,,
13.69,6.91,Medium,Poor,,,
10.78,5.71,Medium,Excellent,,,
11.45,5.92,Medium,Fair,,,
8.9,6.75,Medium,Good,,,
3.31,8.72,Medium,Poor,,,
7.3,8.98,Medium,Fair,,,
7.06,4.6,Medium,Good,,,
10.06,6.13,Low,Good,,,
9.7,9.0,High,Good,,,
8.49,6.71,Low,Excellent,,,
5.97,8.65,Medium,Excellent,,,
1.53,5.63,Medium,Excellent,,,
9.42,4.35,Medium,Poor,,,
9.38,4.22,High,Poor,,,
14.7,8.75,Low,Fair,,,
8.82,6.81,Medium,Fair,,,
13.67,6.87,Medium,Poor,,,
14.85,6.0,High,Good,,,
10.44,7.92,High,Poor,,,
7.58,5.16,Medium,Excellent,,,
10.37,6.81,High,Good,,,
7.62,4.29,Medium,Good,,,
4.79,6.67,High,Poor,,,
8.72,5.17,High,Fair,,,
8.03,6.72,High,Excellent,,,
2.12,6.71,Low,Fair,,,
3.8,5.69,Low,Excellent,,,
12.23,4.09,High,Excellent,,,
7.58,5.82,Low,Fair,,,
1.0,4.06,Medium,Good,,,
7.06,5.66,High,Poor,,,
1.8,5.49,High,Excellent,,,
4.05,4.58,Medium,Excellent,,,
13.23,7.0,High,Poor,,,
9.57,7.9,High,Good,,,
12.21,6.38,Medium,Good,,,
5.06,4.27,Low,Excellent,,,
1.76,8.95,High,Poor,,,
2.54,5.23,Low,Good,,,
6.18,5.81,High,Excellent,,,
4.28,6.69,Medium,Good,,,
4.85,4.61,High,Fair,,,
10.12,8.4,High,Fair,,,
14.74,8.66,Medium,Excellent,,,
5.83,7.65,Medium,Excellent,,,
12.37,6.71,High,Excellent,,,
12.7,5.37,Low,Good,,,
